song_id,artist_id,album_id,song_name,language,genre,duration_seconds,artist_popularity
S01901,A0267,AL00622,Song_01901,Hindi,Indie,184.81,18.87
S01902,A0265,AL01142,Song_01902,Telugu,Hip-Hop,214.88,90.15
S01903,A0360,AL00611,Song_01903,Tamil,Hip-Hop,245.24,78.39
S01904,A0124,AL00015,Song_01904,Punjabi,Electronic,177.09,34.45
S01905,A0167,AL01047,Song_01905,English,Devotional,205.98,94.76
S01906,A0123,AL00915,Song_01906,Marathi,Hip-Hop,267.08,23.89
S01907,A0148,AL00858,Song_01907,Telugu,Folk,254.16,40.68
S01908,A0081,AL01164,Song_01908,Kannada,Lo-Fi,265.52,81.35
S01909,A0019,AL00236,Song_01909,Punjabi,Devotional,297.72,44.29
S01910,A0470,AL01087,Song_01910,Telugu,Hip-Hop,186.66,23.46
S01911,A0038,AL00279,Song_01911,Punjabi,Lo-Fi,254.48,36.85
S01912,A0444,AL01164,Song_01912,English,Hip-Hop,228.5,50.07
S01913,A0002,AL00230,Song_01913,Bengali,Classical,239.99,62.06
S01914,A0388,AL00660,Song_01914,English,Folk,253.18,40.56
S01915,A0164,AL00947,Song_01915,English,Indie,254.95,43.13
S01916,A0259,AL00094,Song_01916,English,Hip-Hop,279.43,26.39
S01917,A0141,AL00080,Song_01917,Punjabi,Pop,182.88,53.53
S01918,A0245,AL01019,Song_01918,Punjabi,Rock,237.63,21.95
S01919,A0226,AL00073,Song_01919,Marathi,Devotional,170.45,86.75
S01920,A0265,AL00736,Song_01920,English,Electronic,227.02,74.74
S01921,A0197,AL01125,Song_01921,Hindi,Hip-Hop,255.21,41.03
S01922,A0268,AL00738,Song_01922,Bengali,Romantic,262.38,74.72
S01923,A0412,AL00577,Song_01923,English,Electronic,195.62,0.7
S01924,A0217,AL00501,Song_01924,Malayalam,Romantic,211.57,34.45
S01925,A0181,AL00766,Song_01925,Hindi,Pop,180.09,44.03
S01926,A0066,AL00686,Song_01926,Punjabi,Classical,150.43,46.98
S01927,A0180,AL00602,Song_01927,Punjabi,Indie,166.89,74.87
S01928,A0063,AL00185,Song_01928,Bengali,Hip-Hop,284.18,96.28
S01929,A0092,AL00795,Song_01929,Hindi,Hip-Hop,175.61,38.0
S01930,A0476,AL00887,Song_01930,Kannada,Hip-Hop,295.46,35.06
S01931,A0045,AL00850,Song_01931,Punjabi,Rock,163.47,61.05
S01932,A0241,AL00090,Song_01932,Punjabi,Pop,250.15,28.13
S01933,A0417,AL00843,Song_01933,Punjabi,Pop,223.3,14.14
S01934,A0476,AL00876,Song_01934,Hindi,Rock,245.44,96.15
S01935,A0074,AL00220,Song_01935,English,Pop,235.91,80.95
S01936,A0082,AL01018,Song_01936,Hindi,Rock,247.21,95.85
S01937,A0186,AL00629,Song_01937,English,Indie,283.0,21.78
S01938,A0277,AL00567,Song_01938,Marathi,Pop,221.42,1.78
S01939,A0479,AL00867,Song_01939,English,Devotional,132.21,43.73
S01940,A0104,AL00612,Song_01940,Hindi,Devotional,168.75,93.36
S01941,A0083,AL00654,Song_01941,Hindi,Indie,247.48,13.83
S01942,A0127,AL00375,Song_01942,Hindi,Devotional,208.93,11.72
S01943,A0437,AL01113,Song_01943,Hindi,Folk,218.74,6.9
S01944,A0015,AL01163,Song_01944,Marathi,Pop,227.38,76.5
S01945,A0190,AL00157,Song_01945,Hindi,Romantic,188.87,78.59
S01946,A0060,AL00880,Song_01946,Kannada,Rock,259.3,69.54
S01947,A0079,AL00028,Song_01947,Hindi,Devotional,250.24,5.33
S01948,A0458,AL00443,Song_01948,Hindi,Folk,248.57,72.33
S01949,A0001,AL01164,Song_01949,Kannada,Lo-Fi,248.76,44.86
S01950,A0161,AL00210,Song_01950,Hindi,Indie,280.26,15.79
S01951,A0457,AL00453,Song_01951,English,Classical,227.17,29.51
S01952,A0304,AL00264,Song_01952,Malayalam,Classical,294.07,50.11
S01953,A0036,AL00874,Song_01953,Malayalam,Pop,141.45,32.97
S01954,A0233,AL00557,Song_01954,Tamil,Classical,233.75,96.97
S01955,A0485,AL00712,Song_01955,Hindi,Indie,249.05,47.47
S01956,A0200,AL01131,Song_01956,Punjabi,Hip-Hop,205.9,37.22
S01957,A0264,AL00625,Song_01957,Gujarati,Electronic,171.88,67.32
S01958,A0266,AL00881,Song_01958,Malayalam,Folk,219.01,65.05
S01959,A0330,AL00118,Song_01959,Hindi,Rock,185.65,0.24
S01960,A0094,AL00259,Song_01960,English,Lo-Fi,283.64,61.85
S01961,A0420,AL01136,Song_01961,English,Romantic,184.22,24.38
S01962,A0494,AL01031,Song_01962,Hindi,Lo-Fi,151.63,37.52
S01963,A0072,AL00788,Song_01963,Tamil,Electronic,223.75,70.63
S01964,A0409,AL00454,Song_01964,Hindi,Hip-Hop,191.28,55.74
S01965,A0408,AL00240,Song_01965,English,Devotional,137.26,36.87
S01966,A0371,AL01022,Song_01966,Hindi,Rock,221.67,16.74
S01967,A0186,AL00942,Song_01967,English,Electronic,216.81,50.55
S01968,A0234,AL00290,Song_01968,Hindi,Romantic,151.18,31.94
S01969,A0419,AL00708,Song_01969,English,Hip-Hop,227.57,91.29
S01970,A0077,AL00742,Song_01970,Hindi,Rock,222.12,53.43
S01971,A0414,AL00573,Song_01971,Malayalam,Romantic,259.25,86.6
S01972,A0460,AL01112,Song_01972,Hindi,Rock,185.08,39.02
S01973,A0341,AL00149,Song_01973,Punjabi,Devotional,164.78,82.74
S01974,A0171,AL00310,Song_01974,Hindi,Devotional,291.22,5.65
S01975,A0280,AL00114,Song_01975,Hindi,Indie,221.02,29.81
S01976,A0026,AL00831,Song_01976,Hindi,Romantic,124.89,7.82
S01977,A0465,AL00773,Song_01977,Hindi,Hip-Hop,267.73,3.17
S01978,A0171,AL01184,Song_01978,Hindi,Lo-Fi,155.42,91.89
S01979,A0029,AL00651,Song_01979,English,Hip-Hop,261.49,71.69
S01980,A0397,AL00181,Song_01980,Marathi,Romantic,246.93,62.51
S01981,A0329,AL00541,Song_01981,Hindi,Classical,294.39,53.25
S01982,A0311,AL00106,Song_01982,English,Pop,293.8,56.96
S01983,A0027,AL00805,Song_01983,Punjabi,Rock,169.39,63.87
S01984,A0375,AL00809,Song_01984,Hindi,Folk,257.96,82.66
S01985,A0319,AL01029,Song_01985,English,Hip-Hop,177.03,59.69
S01986,A0397,AL00408,Song_01986,Hindi,Electronic,233.26,74.86
S01987,A0413,AL00372,Song_01987,Hindi,Classical,227.59,28.1
S01988,A0106,AL00086,Song_01988,English,Rock,129.82,97.68
S01989,A0106,AL00498,Song_01989,Gujarati,Devotional,120.93,3.19
S01990,A0461,AL00570,Song_01990,Gujarati,Indie,130.4,38.66
S01991,A0265,AL00905,Song_01991,Gujarati,Rock,143.03,88.2
S01992,A0219,AL00904,Song_01992,English,Hip-Hop,166.38,18.05
S01993,A0144,AL00169,Song_01993,Hindi,Lo-Fi,283.25,14.13
S01994,A0319,AL00342,Song_01994,English,Romantic,213.35,36.54
S01995,A0377,AL00614,Song_01995,Hindi,Lo-Fi,263.44,42.82
S01996,A0002,AL00402,Song_01996,Hindi,Classical,270.9,93.34
S01997,A0276,AL00031,Song_01997,Hindi,Lo-Fi,252.29,83.61
S01998,A0496,AL01014,Song_01998,English,Rock,190.45,46.41
S01999,A0141,AL00877,Song_01999,English,Indie,275.49,97.3
S02000,A0141,AL00624,Song_02000,Hindi,Devotional,253.57,64.23
